GENE001,GENE002,GENE003,GENE004,GENE005,GENE006,GENE007,GENE008,GENE009,GENE010,GENE011,GENE012,GENE013,GENE014,GENE015,GENE016,GENE017,GENE018,GENE019,GENE020,GENE021,GENE022,GENE023,GENE024,GENE025,GENE026,GENE027,GENE028,GENE029,GENE030,GENE031,GENE032,GENE033,GENE034,GENE035,GENE036,GENE037,GENE038,GENE039,GENE040,GENE041,GENE042,GENE043,GENE044,GENE045,GENE046,GENE047,GENE048,GENE049,GENE050
0.0,1.2627459585169103,0.6928720541343051,0.004316876203803528,2.458224380869362,0.0,0.0,0.0,0.0,-0.7492611221304475,0.0,-0.26292578983872134,0.0,0.0,0.0,0.0,-0.6146584827924345,0.0,0.6328923079867236,0.0,0.0,0.5930996191208129,0.0,0.0,0.0,0.0,0.0,0.0,-2.101931866884613,-0.914945957121932,0.0,0.0,0.0,-0.9187295580440501,0.0,0.0,-0.27118264800293534,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.2764605018899273,0.0
0.0,2.18914139918975,1.9580869409353814,0.0,0.4313750437323598,0.0,0.0,0.0,0.0,-0.7061948368521367,0.0,-0.14071143223806631,0.0,0.0,0.0,-0.05082934505194856,-0.0028534292905400198,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.9512139802740228,0.0,0.0,-1.7890552639276076,0.0,-0.7407393596229915,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14000144467882275,0.0,-0.8856711977035673,0.0,0.0,0.0,-1.2000697864902132,0.0
0.0,0.14107505910264034,0.0,0.0,0.0,0.0,0.8183912170011579,0.0,0.0,-1.5095489956702537,0.0,-1.499309864479068,0.0,0.0,0.9861382680219645,0.0,-0.46824515522167987,-0.22267137784728774,0.3409496023910477,0.0,0.0,0.0,0.0,0.0,0.0,-1.2172043406470294,0.7515463885748986,0.0,-0.8090618124451576,0.0,0.0,-0.1727453887007032,0.0,-1.3824809652374557,0.0,0.0,-0.47694999760622925,0.0,0.0,0.0,0.0,-0.17547252944443759,0.0,0.0,-0.1963266226716673,-0.08188918188683714,0.0,0.0,-2.6427078422619075,0.7128476317666516
0.0,0.0,0.0,0.0,0.9510649730776247,0.0,0.0,0.0,0.0,-1.139648867314094,0.0,-0.8725439951196294,0.0,0.0,0.40783680664722133,0.0,0.0,0.0,0.0,-0.733434710675487,-0.31324279861283866,0.0,0.0,-0.860086290423996,0.0,-0.1293383666995718,0.5046199037529375,0.0,-0.3421758183684284,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.14869611579692385,0.0,0.0,0.0,0.0,0.0,0.29188663465260495,-0.29972921028265215,0.0,-1.271633986783369,0.0,0.0,-2.8110014077371073,0.0
0.0,0.07454629671229968,0.6389442514055687,0.0,0.3002594293622249,0.0,0.0,0.0,0.0,-1.2315554384472374,0.0,-1.9095443172761906,0.0,0.0,0.0,0.0,0.0,0.0,1.8673953665853067,0.0,0.0,0.0,0.5486943888197823,-1.1286251740258015,0.0,-1.1334958091285714,0.0,0.0,-0.6877271784621616,0.0,0.0,-0.29624493155180565,0.0,0.0,-0.3132977971575804,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.553883779608433,-2.329457584999165,0.0
0.0,0.3542332118162205,1.2538354092515784,-0.49612055092241075,0.04139349182148875,0.0,0.4807799361151524,0.0,0.0,0.0,0.33595312158425034,0.0,0.0,0.0,0.0,-0.22551949754736364,-1.305157600857066,0.0,0.0,0.0,0.0,0.24713956019994068,-0.9919999548109639,-0.3626396738734475,0.0,0.0,0.0,0.0,-0.7907294105438002,0.0,0.0,0.0,0.0,-0.3189076552948145,0.0,-0.6334100763534916,-0.7521623152894108,0.0,0.0,0.0,0.0,0.0,0.5151244537903101,-0.2398212175620264,0.0,0.0,0.0,-0.21250357307753284,-1.9422419552340693,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.193652373364357,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.6566904073281897,1.496715140735624,0.0,0.0,1.1379072686862481,0.0,0.0,-0.08204894107648496,0.0,-0.17558461432029224,0.5191200177625255,-1.6316998956703288,0.0,0.0,-0.18135768727774434,0.0,-0.7260218212648287,0.0,0.13463847362309034,0.0,0.0,0.0,1.1374888918269088,0.0,-0.25243504159417335,-1.6047161360447402,0.0,-0.7043372443466418,0.0,0.0
1.2799091046911155,0.0,0.0,0.0,0.0,0.0,0.5604021043018488,0.0,0.0,-1.783182027277527,0.0,-1.9966553348096023,0.0,0.0,0.4101260418757724,0.0,0.0,0.0,0.0,0.0,-0.4451063069225256,0.0,0.0,-0.04256788455053655,0.0,-2.5526720748569867,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.062174770148405,0.0,-0.9196399832670801,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.3086151837351602,0.0,0.0,-1.3237934917850505,0.0
0.0,0.1347727069015846,0.0,0.0,3.586962885067081,0.0,0.0,0.0,0.0,0.0,0.0,-0.2866346815174334,0.0,-0.6207451157527083,0.0,-2.710932639837326,0.0,0.0,0.0,0.0,0.0,0.18794356688678895,-0.05708111876311724,0.0,0.0,0.0,0.0,0.0,-1.540738953629627,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.800766476695729,0.18250884778701537,0.24806029653060915,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05606328220062359
0.09363464660062146,0.2678259273188874,1.1660682022033044,0.0,0.0,0.0,1.4892499544882427,0.0,0.0,0.0,0.0,0.0,0.0,-0.2877008147240281,0.0,-0.26282656713830993,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.670213130289928,0.3080182694034737,-0.5835595307280775,0.0,0.0,-0.08111976154131031,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.17120176634054216,0.0,0.0,0.0,0.0,0.0,1.7601121952129501,0.0,0.0,-1.4174209765079375,0.0,0.0,-1.1145154953810117,0.7281787121507137
0.0,0.021519712492350997,0.0,0.0,0.0,0.0,0.2842783017395382,-0.6401502423918481,0.0,-0.7792343442349198,0.0,-2.001986474264527,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.379993372599661,0.0,0.0,0.0,0.0,-1.6701393283808326,0.0,0.6792137721312417,-0.6866130662685155,0.0,0.0,-1.4010644079297552,-0.6905601732435152,-0.8291441042820575,-0.08163968331225843,0.0,0.4827569088495636,-0.7112749375048518,0.0,0.0,0.0,-0.8419735610822895,-0.4481038002041558,0.0,-0.253123755005479,-1.108679795002981,0.0
0.0,0.48338115962546485,0.0,0.0,0.0,0.0,1.1284579343824521,0.0,0.0,-1.6062109250616878,0.0,-0.9883349721078699,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3605596578574823,0.0,0.0,0.0,-1.690907595090389,0.0,0.0,-0.92359150366135,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6055257741738024,0.0,0.0,0.0,0.0,0.45159220078766926,0.0,-1.7405490916933566,-0.9356452927357465,0.0,0.0,-1.1912855651472318,0.7208579205474928
0.0,0.0,0.0,0.0,0.6504204471661493,0.0,0.0,0.0,0.0,0.0,0.0,-2.3052020071859465,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.9942855335501886,0.0,0.0,0.14597273918257525,0.0,0.0,0.0,0.032366929286932085,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.012227456984168512,0.0,0.0,0.0,0.0,0.0,0.0,-1.3791411255654638,0.0,0.05855110373466293,-2.590282029706864,0.5317668217390727
0.3601510041034581,0.2915238698358194,0.0,0.0,2.3590548165515886,0.0,0.0,0.0,0.0,-1.9775312733409909,0.00021693823552282945,-0.9554452544350771,0.0,0.0,0.0,-1.3787324017226745,0.0,0.0,0.0,0.0,0.0,0.07923374095905837,0.0,-0.13680527325571581,0.9587481384211717,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.040508865713799275,-0.8627940325808954,0.0,-0.2986433753951332,-0.5062163222283849,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.04983801281976678,0.0,0.0,-1.3758482111800168,0.0
0.0,1.2644792328870298,1.0924770941460364,0.0,0.320150025833382,0.0,0.5505929856000584,0.0,0.0,-0.7156419387775664,0.0,-0.9657357644302954,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.6324785996410729,-0.25260554177704997,0.0,-0.33485383888087505,0.0,0.0,0.0,-0.43924359015012,0.0,0.0,0.0,-0.8959848509649586,0.0,-0.3074850029782988,0.0,0.0,0.1008072664129621,0.7915056217531401,0.0,0.0,0.0,-0.8329461440454141,-1.3668198969557386,-0.9330327610452047,0.0,0.0,-1.0583027325976233,0.0
0.6110397691562395,1.0143364879307357,0.27669811569938385,-0.3374113260548196,1.6336393895721366,0.0,0.0,0.0,0.0,-1.1672227638513357,0.0,-0.6008878203750344,0.0,0.0,0.05532382199236561,-0.47358869171733525,0.0,0.0,0.0,0.0,-0.5626471289638919,0.0,-0.453276922196342,-0.04859589189903832,0.06663083972260625,-0.3178014701835747,0.6970534060283365,0.0,-1.579665555629006,-0.20738970197695347,0.0,0.0,-0.415790150899812,-0.6195143768869346,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.4021289632933223,0.5582167417686346
2.0066428010571578,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.2342428293124742,0.0,-0.9776008005204523,0.0,-1.6844232788729612,0.0,0.0,0.0,0.0,0.0,0.0,-0.7541880401852821,0.0,0.0,-0.4724648873913232,0.0,-1.284656337967286,0.0,0.0,-0.7894263805678954,-1.240440109999215,0.0,0.0,-0.6626958979292337,0.0,0.0,0.0,-1.1103080284466524,0.0,0.0,0.2909945898497649,0.0,-0.5526052419103827,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8688513262726366
0.0,0.0,1.9739992023003865,0.0,0.0,0.0,0.0,-0.12378677075815986,0.0,0.0,0.0,0.0,0.0,-0.6249610405126461,0.0,0.0,-0.4041155087769346,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.5175924830062482,0.0,0.0,0.0,0.0,0.0,0.0,-0.3557819723928089,0.0,0.0,1.6471361766788875,0.7282947792192228,0.0,0.0,1.349461945781181,0.0,0.0,-1.1515347985632,0.0,0.0,-0.8067553005583805,0.0
0.0,0.09574647874943489,0.4478029812082227,0.0,1.2532079607917672,0.0,0.0,0.0,0.0,0.0,0.0,-1.707665894630716,0.0,0.0,0.0,0.0,0.0,0.0,0.05809655938040086,0.0,-2.06716262329541,0.0,0.0,0.0,0.5018608140287001,0.0,0.704650901047906,0.0,-0.7704702111229131,0.0,0.47779510060314645,0.0,0.0,0.0,-0.46857398754957924,0.0,-0.2532689903383472,0.0,0.0,0.0,0.0,0.0,0.9294736894628295,0.0,-0.8123767839451829,-1.5233023435944266,0.0,0.0,-1.3590409227851459,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5022470200725777,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.08368293031338138,0.0,0.0,-0.1519384426282006,0.39318603892531523,-1.3375947930099126,0.0,0.0,-0.0725326115014068,0.0,-0.2328493214183293,0.0,0.0,0.0,0.0,-1.6263859680911763,-1.463788772386167,0.0,0.0,0.0,0.0,-2.2739667537255173,0.0,-2.1464936202621256,0.0,-0.6039697449445349,0.0,0.0,0.0,0.30003793108646765
0.0,0.0,0.6257014038129941,0.0,0.0,0.39543082679553315,1.6831649698596964,0.0,0.0,-0.44296388486100985,-0.0979952777781593,-0.03447943327047259,0.0,-0.7531575431099095,0.3632390445856577,0.0,0.0,0.0,0.0,0.0,-0.1497968936598153,0.0,0.0,-0.6921709808382922,0.0,-0.11174725269087502,0.2732176925049065,0.0,-1.6313926118553386,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4658797054450248,0.0,-0.51289008847738,-1.47061849598533,0.0,0.0,-1.6861322981367886,0.2735519234534655
